DataType,Ask,Bid,LastPrice,StockPrice,Strike,Volatility,Volume,time_to_maturity,ImpliedVolatility
call,0.86,0.84,0.86,4.84,4,0.462348692,131,0.02739726,0.656253438
call,0.42,0.38,0.39,4.84,4.5,0.462348692,21,0.02739726,0.562504375
call,0.13,0.11,0.12,4.84,5,0.462348692,423,0.02739726,0.554691953
call,0.06,0.05,0.05,5.02,5.5,0.603326279,112,0.035616438,0.734377656
call,0.02,0.01,0.02,5.02,6,0.603326279,10,0.035616438,0.7500025
call,0.02,0,0.02,4.89,6.5,0.748899666,1,0.071232877,0.906250938
call,0.01,0,0.01,4.89,10,0.748899666,5,0.071232877,1.75000125
call,0.89,0.85,0.87,4.84,4,0.57152175,10,0.046575342,0.664065859
call,0.61,0.54,0.48,4.92,4.5,0.441597527,2,0.060273973,0.921875781
call,0.18,0.14,0.17,4.84,5,0.57152175,70,0.046575342,0.531254688
call,0.1,0.06,0.07,5.02,5.5,0.50671853,140,0.054794521,0.660159648
call,0.04,0,0.02,4.56,6,0.699582319,20,0.076712329,0.62500375
call,0.02,0,0.01,4.89,7,0.671593721,10,0.090410959,0.843751563
call,0.98,0.88,0.9,4.87,4,0.731151141,6,0.090410959,0.796877031
call,0.48,0.44,0.58,4.84,4.5,0.498818439,20,0.065753425,0.523442266
call,0.21,0.18,0.19,4.84,5,0.498818439,5,0.065753425,0.519536055
call,0.08,0.05,0.07,4.84,5.5,0.498818439,15,0.065753425,0.519536055
call,0.03,0.01,0.06,4.86,6,0.482102128,50,0.084931507,0.531254688
call,0.03,0,0.02,5.02,6.5,0.42828688,3,0.071232877,0.640628594
call,2.93,2.84,2.7,4.89,2,0.578512008,11,0.128767123,1.921875391
call,1.87,1.84,2.06,4.86,3,0.700100173,3,0.104109589,0.906250938
call,0.9,0.87,0.88,4.84,4,0.433622121,16,0.084931507,0.562504375
call,0.22,0.2,0.21,4.84,5,0.433622121,1691,0.084931507,0.503911211
call,0.08,0.07,0.08,4.84,5.5,0.433622121,589,0.084931507,0.496098789
call,0.03,0.02,0.02,4.84,6,0.433622121,2,0.084931507,0.515629844
call,0.02,0,0.01,4.89,7,0.578512008,1,0.128767123,0.62500375
call,0.67,0.6,0.5,5.02,4.5,0.682500927,3,0.109589041,0.730471445
call,0.28,0.22,0.33,4.84,5,0.478785484,3,0.104109589,0.503911211
call,0.13,0.1,0.11,4.84,5.5,0.478785484,50,0.104109589,0.519536055
call,0.08,0.03,0.04,4.87,6,0.621223841,40,0.128767123,0.550785742
call,0.02,0,0.02,4.84,7,0.478785484,50,0.104109589,0.578129219
call,4,3.85,3.33,4.89,1,0.545805707,4,0.205479452,2.812502969
call,2.91,2.83,2.79,4.79,2,0.556356092,36,0.194520548,1.296878516
call,2.04,1.97,1.93,4.92,3,0.563401361,13,0.175342466,1.222660137
call,1.15,1.06,1.1,5.02,4,0.571667423,60,0.169863014,0.835939141
call,0.38,0.34,0.36,4.84,5,0.587516591,189,0.161643836,0.548832637
call,0.11,0.08,0.09,4.84,6,0.587516591,339,0.161643836,0.527348477
call,0.03,0.02,0.02,4.84,7,0.587516591,124,0.161643836,0.546879531
call,0.02,0.01,0.01,4.92,8,0.563401361,10,0.175342466,0.632816172
call,0.02,0,0.01,4.87,9,0.583572433,50,0.189041096,0.703127969
call,0.02,0,0.01,4.89,10,0.545805707,100,0.205479452,0.812501875
call,0.02,0,0.1,4.89,11,0.545805707,1,0.205479452,0.890626094
call,0.01,0,0.02,4.89,12,0.545805707,150,0.205479452,0.87500125
call,0.01,0,0.01,4.89,13,0.545805707,90,0.205479452,0.937500625
call,0.01,0,0.04,4.89,14,0.545805707,60,0.205479452,1.000005
call,0.01,0,0.02,4.89,15,0.545805707,70,0.205479452,1.062504688
call,0.01,0,0.02,4.89,16,0.545805707,101,0.205479452,1.125004375
call,0.01,0,0.04,4.89,17,0.545805707,5,0.205479452,1.156254219
call,0.01,0,0.01,4.89,18,0.545805707,1,0.205479452,1.187504063
call,2.94,2.82,2.54,4.89,2,0.485371896,10,0.454794521,0.859376406
call,2.12,1.96,2,4.84,3,0.491654957,1,0.421917808,0.828126719
call,1.16,1.09,1.16,4.84,4,0.499098474,10,0.410958904,0.546879531
call,0.61,0.56,0.6,4.84,5,0.499098474,420,0.410958904,0.527348477
call,0.3,0.26,0.28,4.84,6,0.499098474,20,0.410958904,0.519536055
call,0.14,0.11,0.12,4.84,7,0.499098474,16,0.410958904,0.511723633
call,0.09,0.05,0.06,4.87,8,0.503538781,4,0.438356164,0.539067109
call,0.04,0.03,0.04,4.72,9,0.484236536,11,0.446575342,0.546879531
call,0.03,0,0.02,4.89,10,0.485371896,20,0.454794521,0.531254688
call,0.02,0,0.06,4.89,11,0.485371896,100,0.454794521,0.562504375
call,3.95,3.8,4,4.86,1,0.494311101,3,0.602739726,1.218753906
call,2.94,2.82,2.64,4.89,2,0.476143592,6,0.62739726,0.726565234
call,1.99,1.89,2.06,4.84,3,0.490403383,5,0.583561644,0.546879531
call,1.24,1.17,1.24,4.84,4,0.490403383,4,0.583561644,0.529301582
call,0.72,0.67,0.72,4.84,5,0.490403383,34,0.583561644,0.517582949
call,0.39,0.35,0.37,4.84,6,0.490403383,19,0.583561644,0.501958105
call,0.22,0.18,0.19,4.84,7,0.490403383,54,0.583561644,0.503911211
call,0.13,0.09,0.1,4.56,8,0.481613612,100,0.61369863,0.507817422
call,0.08,0.05,0.06,5.02,9,0.48823684,10,0.591780822,0.517582949
call,0.05,0.03,0.04,4.84,10,0.490403383,45,0.583561644,0.527348477
call,0.04,0,0.03,4.89,11,0.476143592,15,0.62739726,0.515629844
call,0.03,0.01,0.01,4.87,12,0.490038762,20,0.610958904,0.562504375
call,0.02,0,0.01,4.89,15,0.476143592,20,0.62739726,0.609378906
call,0.02,0,0.03,4.89,17,0.476143592,10,0.62739726,0.671878281
call,0.01,0,0.03,4.89,20,0.476143592,30,0.62739726,0.687503125
call,0.03,0,0.03,4.89,22,0.476143592,35,0.62739726,0.812501875
call,4.1,3.85,3.9,5.02,1,0.464844464,3,1.589041096,1.031254844
call,3.1,2.86,3,4.89,2,0.479948155,12,1.624657534,0.609378906
call,2.43,2.14,2.3,5.02,3,0.464844464,1,1.589041096,0.601566484
call,1.88,1.57,1.71,4.84,4,0.482093262,49,1.591780822,0.58203543
call,1.38,1.21,1.25,4.84,5,0.465934068,129,1.580821918,0.567875415
call,0.81,0.72,0.6,5.02,7,0.464844464,10,1.589041096,0.563480928
call,0.32,0.28,0.3,4.84,10,0.465934068,16,1.580821918,0.52148916
call,0.11,0.05,0.09,4.92,15,0.482234121,100,1.594520548,0.507817422
call,0.08,0.02,0.05,4.87,17,0.481334022,40,1.608219178,0.503911211
call,0.05,0,0.03,4.89,20,0.479948155,60,1.624657534,0.500005
call,0.55,0,1,18.55,20,0.28935601,1,0.18630137,0.405279385
call,2.65,1.45,2.3,18.65,17.5,0.28705902,1,0.44109589,0.500493276
call,2.95,2.55,2.69,13.71,11,0.547091351,18,0.093150685,0.62500375
call,2.05,1.8,1.95,13.71,12,0.547091351,152,0.093150685,0.595707168
call,1.35,1.15,1.18,13.75,13,0.502766966,5,0.084931507,0.58203543
call,0.75,0.55,0.65,13.75,14,0.510274727,26,0.082191781,0.509770527
call,0.35,0.25,0.23,13.75,15,0.502766966,5,0.084931507,0.518559502
call,0.25,0.1,0.51,14.72,16,0.511258789,7,0.115068493,0.523442266
call,0.15,0,0.25,14.72,17,0.511258789,2,0.115068493,0.515629844
call,0.85,0.6,0.65,13.75,15,0.523675998,10,0.161643836,0.559574717
call,11.3,10.5,10.7,13.77,3,0.581133376,42,0.282191781,2.277348057
call,10.2,9.4,7.3,13.77,4,0.581133376,1,0.282191781,1.648439258
call,9.3,8.3,6.44,13.77,5,0.581133376,10,0.282191781,1.371096895
call,8.1,7.3,5.52,13.77,6,0.581133376,7,0.282191781,0.937500625
call,7,6.3,4.52,13.77,7,0.581133376,1,0.282191781,0.593754063
call,6.2,5.4,5,13.77,8,0.581133376,2,0.282191781,0.796877031
call,5.3,4.5,5.2,13.77,9,0.581133376,10,0.282191781,0.748049395
call,3.9,3.4,3.5,13.32,10,0.486653575,728,0.257534247,0.602543037
call,3.3,2.95,3.1,13.51,11,0.498695589,11,0.249315068,0.598636826
call,2.35,2,2.2,13.38,12,0.478081075,17,0.265753425,0.550785742
call,1.95,1.7,1.8,13.75,13,0.480456716,10,0.238356164,0.570316797
call,1.45,1.2,1.25,13.75,14,0.480456716,21,0.238356164,0.555180229
call,1.1,0.75,0.97,13.71,15,0.487307548,5,0.246575342,0.540043662
call,0.7,0.55,0.57,13.75,16,0.480456716,4,0.238356164,0.527348477
call,0.2,0,0.15,13.77,21,0.581133376,1,0.282191781,0.54297332
call,0.15,0,0.1,13.77,22,0.581133376,2,0.282191781,0.554691953
call,11.1,10.5,10.65,13.77,3,0.543861682,42,0.531506849,1.375003125
call,10.5,9.5,9.7,13.77,4,0.543861682,3,0.531506849,1.404299854
call,9.2,8.4,8.6,13.77,5,0.543861682,2,0.531506849,0.933594414
call,7.8,6.7,8.4,14.68,6,0.533921986,1,0.520547945,0.781252188
call,6.6,5.7,3.79,13.77,8,0.543861682,7,0.531506849,0.783205293
call,5.5,4.8,5.09,13.71,9,0.536569017,1,0.493150685,0.653323779
call,4.6,4.3,3.5,13.77,10,0.543861682,20,0.531506849,0.658206543
call,3.9,3.5,3.45,13.77,11,0.543861682,1,0.531506849,0.619144434
call,3.1,2.8,2.86,13.71,12,0.536569017,4,0.495890411,0.565434033
call,2.75,2.3,2.5,13.75,13,0.535212176,1,0.487671233,0.589359575
call,2.05,1.8,1.88,13.75,14,0.535212176,4,0.487671233,0.544438149
call,1.6,1.2,1.2,13.32,15,0.533545042,10,0.506849315,0.501958105
call,1.3,1,1.2,13.71,16,0.536569017,3,0.495890411,0.514653291
call,1.3,0.7,0.9,13.73,17,0.537757778,100,0.526027397,0.541020215
call,1,0.55,1.06,14.7,18,0.533825223,25,0.523287671,0.533207793
call,0.6,0.4,0.8,13.77,20,0.543861682,3,0.531506849,0.537114004
call,0.45,0.25,0.35,13.77,22,0.543861682,1,0.531506849,0.5537154
call,5.2,4.7,3,37.87,33,0.618932901,5,0.032876712,1.277347363
call,5.3,4.8,4.67,38.98,34,0.191441222,2,0.052054795,1.984375078
call,4.1,3.1,1.62,37.87,34.5,0.618932901,10,0.032876712,1.107426338
call,3.5,3.1,4.01,38.1,35,0.702229271,20,0.02739726,1.158207334
call,2.95,2.7,3.9,38.1,35.5,0.702229271,200,0.02739726,1.056645342
call,0.15,0.05,0.15,37.66,39.5,0.512637663,5,0.021917808,0.474614629
call,0.1,0,0.2,38.04,40.5,0.677670862,11,0.024657534,0.554691953
call,0.25,0.1,0.35,38.1,41,0.702229271,123,0.02739726,0.718752813
call,0.05,0,0.01,37.38,42,0.101360697,4,0.016438356,0.562504375
call,0.1,0,0.05,38.1,42.5,0.702229271,1,0.02739726,0.687503125
call,0.05,0,0.05,37.38,43,0.101360697,1,0.01369863,0.656253438
call,0.1,0,0.05,38.1,43.5,0.702229271,2,0.02739726,0.789064609
call,0.1,0,0.05,38.98,44,0.191441222,2,0.052054795,0.839845352
call,0.05,0,0.05,38.1,44.5,0.702229271,2,0.02739726,0.796877031
call,0.3,0,0.13,38.98,45,0.191441222,3,0.052054795,1.16406668
call,0.05,0,0.1,38.98,46,0.191441222,4,0.052054795,0.921875781
call,0.05,0,0.02,37.87,47,0.618932901,60,0.032876712,1.000005
call,0.05,0,0.01,38.98,48,0.191441222,1,0.052054795,1.078129609
call,0.05,0,0.05,38.98,48.5,0.191441222,47,0.052054795,1.117191914
call,2,1.85,1.75,37.53,36,0.112798984,38,0.02739726,0.41797457
call,1.65,1.45,1.4,37.53,36.5,0.112798984,30,0.02739726,0.412115254
call,1.3,1.15,1.15,37.53,37,0.112798984,23,0.02739726,0.392584199
call,1,0.9,0.95,37.53,37.5,0.112798984,9,0.02739726,0.378912461
call,0.8,0.65,0.67,37.53,38,0.112798984,84,0.02739726,0.389166265
call,0.55,0.45,0.5,37.53,38.5,0.112798984,87,0.02739726,0.36426417
call,0.45,0.35,0.35,37.53,39,0.112798984,9,0.02739726,0.38574833
call,0.3,0.2,0.27,37.53,39.5,0.112798984,19,0.02739726,0.370123486
call,0.25,0.15,0.15,37.53,40,0.112798984,11,0.02739726,0.393560752
call,0.45,0.3,0.83,38.1,40.5,0.548002387,8,0.046575342,0.511723633
call,0.15,0.05,0.3,38.04,41,0.547717837,13,0.043835616,0.415044912
call,0.15,0.05,0.1,37.28,41.5,0.526355411,26,0.038356164,0.455083574
call,0.1,0,0.05,37.53,42,0.112798984,25,0.02739726,0.445318047
call,0.1,0,0.05,37.28,42.5,0.526355411,14,0.038356164,0.480473945
call,0.05,0,0.05,37.66,43,0.521050572,2,0.04109589,0.447271152
call,0.1,0.05,0.1,38.1,43.5,0.548002387,2,0.046575342,0.515629844
call,0.05,0,0.05,38.04,44,0.547717837,1,0.043835616,0.507817422
call,0.1,0,0.05,38.98,44.5,0.3743824,1,0.071232877,0.535160898
call,0.1,0,0.05,38.98,45,0.3743824,4,0.071232877,0.562504375
call,0.05,0,0.05,38.1,45.5,0.548002387,1,0.046575342,0.531254688
call,0.05,0,0.05,38.1,46.5,0.548002387,1,0.046575342,0.578129219
call,0.05,0,0.03,38.98,47.5,0.3743824,5,0.071232877,0.62500375
call,3.5,3.2,3.39,37.87,35,0.417578417,20,0.071232877,0.56445748
call,2.55,2.35,1.9,37.53,35.5,0.50123877,4,0.046575342,0.398443516
call,2.7,2.5,2.4,37.87,36,0.417578417,27,0.071232877,0.531254688
call,1.8,1.65,1.75,37.53,36.5,0.50123877,41,0.046575342,0.371100039
call,1.5,1.35,1,37.53,37,0.50123877,22,0.046575342,0.368658657
call,1.2,1.1,0.9,37.38,37.5,0.477503148,30,0.054794521,0.356451748
call,0.95,0.85,0.9,37.53,38,0.50123877,27,0.046575342,0.349615879
call,0.8,0.65,0.66,37.53,38.5,0.50123877,27,0.046575342,0.363775894
call,0.65,0.5,0.5,37.38,39,0.477503148,3,0.054794521,0.369146934
call,0.5,0.3,0.39,37.38,39.5,0.477503148,40,0.054794521,0.365240723
call,0.35,0.25,0.25,37.53,40,0.50123877,11,0.046575342,0.350592432
call,0.6,0.45,0.55,38.1,40.5,0.457554515,6,0.065753425,0.487798091
call,0.25,0.15,0.15,37.38,41,0.477503148,3,0.054794521,0.378912461
call,0.35,0.25,0.3,37.92,41.5,0.373125875,9,0.084931507,0.461919443
call,0.15,0.05,0.05,37.53,42,0.50123877,2,0.046575342,0.38574833
call,3.6,3.3,1.79,37.87,35,0.469384455,2,0.090410959,0.509282251
call,2.3,2.1,1.8,37.38,36,0.414890621,20,0.073972603,0.366217275
call,2.5,2.3,1.75,37.87,36.5,0.469384455,4,0.090410959,0.502934658
call,1.65,1.45,1.82,37.38,37,0.414890621,8,0.071232877,0.352057261
call,1.9,1.7,1.36,37.87,37.5,0.469384455,10,0.090410959,0.481450498
call,1.2,1,0.94,37.53,38,0.443258252,2,0.065753425,0.360846235
call,1,0.8,0.85,37.53,38.5,0.443258252,2,0.065753425,0.361334512
call,0.8,0.6,0.57,37.38,39,0.414890621,32,0.073972603,0.354498643
call,0.7,0.5,0.63,37.66,39.5,0.397168124,20,0.079452055,0.368658657
call,0.55,0.35,0.7,38.04,40,0.39550281,1,0.082191781,0.362311064
call,0.75,0.55,0.71,38.1,40.5,0.397439674,20,0.084931507,0.459966338
call,0.35,0.2,0.3,37.66,41,0.397168124,12,0.079452055,0.361822788
call,0.65,0.45,0.65,38.98,41.5,0.349048656,8,0.109589041,0.498051895
call,0.25,0.1,0.2,37.66,42,0.397168124,1,0.079452055,0.377935908
call,0.4,0.2,0.32,38.1,42.5,0.397439674,11,0.084931507,0.469731865
call,0.4,0.2,0.35,38.98,43,0.349048656,2,0.109589041,0.498051895
call,0.2,0.1,0.25,38.1,44.5,0.397439674,4,0.084931507,0.475591182
call,7.6,7.3,8.2,38.04,30,0.450058024,10,0.101369863,0.433599414
call,5.3,5,5.9,38.04,32.5,0.450058024,2,0.101369863,0.421880781
call,3.3,3,2.75,37.53,35,0.396951427,4,0.084931507,0.409185596
call,1.9,1.7,1.7,37.53,37,0.396951427,29,0.084931507,0.368658657
call,1.6,1.45,1.4,37.53,37.5,0.396951427,191,0.084931507,0.357916577
call,1.35,1.2,1.25,37.53,38,0.396951427,64,0.084931507,0.353033813
call,1.1,1,1,37.53,38.5,0.396951427,123,0.084931507,0.342291733
call,0.95,0.8,0.75,37.53,39,0.396951427,69,0.084931507,0.349127603
call,0.8,0.65,0.65,37.53,39.5,0.396951427,31,0.084931507,0.351080708
call,0.6,0.55,0.6,37.53,40,0.396951427,300,0.084931507,0.333991035
call,0.55,0.4,0.42,37.53,40.5,0.396951427,28,0.084931507,0.351568984
call,0.45,0.3,0.3,37.53,41,0.396951427,8,0.084931507,0.351568984
call,0.35,0.2,0.25,37.53,41.5,0.396951427,8,0.084931507,0.346686221
call,0.25,0.15,0.2,37.53,42,0.396951427,53,0.084931507,0.333991035
call,0.2,0.1,0.13,37.53,42.5,0.396951427,36,0.084931507,0.335944141
call,0.15,0.1,0.1,37.53,43,0.396951427,177,0.084931507,0.33203793
call,0.15,0.05,0.09,37.53,43.5,0.396951427,6,0.084931507,0.352545537
call,0.1,0,0.1,37.38,45,0.371365936,4,0.093150685,0.376959355
call,0.05,0,0.05,37.53,47.5,0.396951427,3,0.084931507,0.408209043
call,0.05,0,0.03,37.66,50,0.448171947,1,0.098630137,0.480473945
call,0.05,0,0.01,38.1,52.5,0.45434893,1,0.104109589,0.546879531
call,0.05,0,0.05,37.53,55,0.396951427,8,0.084931507,0.554691953
call,0.05,0,0.05,38.98,57.5,0.344684385,4,0.128767123,0.609378906
call,0.05,0,0.05,38.98,60,0.344684385,2,0.128767123,0.660159648
call,0.05,0,0.03,38.98,62.5,0.344684385,30,0.128767123,0.710940391
call,0.05,0,0.05,38.98,65,0.344684385,1,0.128767123,0.757814922
call,0.05,0,0.03,38.98,70,0.344684385,3,0.128767123,0.843751563
call,0.05,0,0.1,38.98,75,0.344684385,15,0.128767123,0.921875781
call,0.05,0,0.24,38.98,80,0.344684385,10,0.128767123,0.992187578
call,2.1,1.9,1.75,37.53,37,0.357918198,1,0.104109589,0.375250388
call,1.55,1.35,1.4,37.53,38,0.357918198,25,0.104109589,0.360602097
call,1.3,1.15,1.05,37.38,38.5,0.426117994,2,0.109589041,0.351568984
call,1.1,1,1.45,38.04,39,0.43333757,1,0.120547945,0.34815105
call,1.3,1.15,0.7,37.87,39.5,0.424033584,3,0.128767123,0.426763545
call,0.8,0.65,0.71,37.53,40,0.357918198,10,0.104109589,0.349860017
call,0.55,0.4,0.45,37.53,41,0.357918198,18,0.104109589,0.345709668
call,0.4,0.3,0.4,37.66,42,0.424847625,14,0.117808219,0.353033813
call,0.3,0.2,0.2,37.38,43,0.426117994,6,0.112328767,0.363775894
call,8.5,8.2,6.1,35.32,30,0.370015111,15,0.191780822,0.609378906
call,6.8,6.5,5.2,38.98,32.5,0.345277111,5,0.205479452,0.636234106
call,4,3.8,3.8,37.66,35,0.386314782,10,0.175342466,0.433111138
call,2.55,2.4,2.49,37.53,37.5,0.386684568,99,0.161643836,0.418218708
call,1.5,1.4,1.4,37.53,40,0.386684568,196,0.161643836,0.406744214
call,0.8,0.7,0.75,37.53,42.5,0.386684568,354,0.161643836,0.395025581
call,0.4,0.3,0.35,37.53,45,0.386684568,86,0.161643836,0.388677988
call,0.35,0.25,0.36,38.98,47.5,0.345277111,6,0.205479452,0.447759429
call,0.2,0.1,0.15,38.98,50,0.345277111,1,0.205479452,0.452153916
call,13.3,12.7,11.15,36.15,25,0.358140144,5,0.367123288,0.550297466
call,11.7,11.3,11.55,38.98,27.5,0.340518015,14,0.378082192,0.666751379
call,9.1,8.7,10,38.1,30,0.383578749,2,0.353424658,0.525395371
call,6.7,6.5,6.13,37.87,32.5,0.377903726,35,0.361643836,0.45166564
call,4.7,4.4,4.34,37.53,35,0.372966892,4,0.334246575,0.391607646
call,3.2,3,2.9,37.38,37.5,0.374686246,138,0.342465753,0.367193828
call,2.15,2,2,37.53,40,0.372966892,120,0.334246575,0.361090374
call,1.4,1.25,1.25,37.53,42.5,0.372966892,1,0.334246575,0.357916577
call,0.9,0.75,0.8,37.53,45,0.372966892,51,0.334246575,0.358404854
call,0.65,0.55,0.6,37.87,47.5,0.377903726,36,0.361643836,0.37500625
call,0.5,0.35,0.45,38.1,50,0.383578749,13,0.353424658,0.395025581
call,0.2,0.1,0.15,38.98,55,0.340518015,1,0.378082192,0.392584199
call,0.1,0,0.3,38.98,60,0.340518015,1,0.378082192,0.408209043
call,18.2,17.6,17.36,37.87,20,0.475355142,2,0.610958904,0.561527822
call,18.8,14.3,20.8,38.98,22.5,0.453583936,1,0.62739726,0.724612129
call,14.2,13.8,14.1,38.98,25,0.453583936,10,0.62739726,0.605960972
call,11.7,11.3,11.8,38.98,27.5,0.453583936,6,0.62739726,0.50537604
call,8.7,8.4,8.56,37.28,30,0.455203834,4,0.594520548,0.371832454
call,6.9,6.6,7.45,38.04,32.5,0.478739163,2,0.6,0.364142101
call,5.4,5.1,5.05,37.38,35,0.452560676,1,0.591780822,0.363043479
call,4.2,3.9,3.9,37.53,37.5,0.455659991,2,0.583561644,0.366217275
call,3.1,2.85,2.75,37.53,40,0.455659991,4,0.583561644,0.35755037
call,2.25,2.05,2.6,38.04,42.5,0.478739163,10,0.6,0.351935192
call,1.6,1.45,1.4,37.38,45,0.452560676,20,0.591780822,0.347174497
call,1.15,1,1.07,37.28,47.5,0.455203834,4,0.594520548,0.347174497
call,0.8,0.65,0.8,37.53,50,0.455659991,3,0.583561644,0.344488977
call,0.6,0.45,0.5,37.66,52.5,0.47885675,5,0.597260274,0.35083657
call,0.5,0.35,0.3,35.73,55,0.463318823,5,0.619178082,0.365728999
call,0.4,0.25,0.25,38.98,57.5,0.453583936,1,0.62739726,0.37500625
call,0.25,0.15,0.12,35.73,60,0.463318823,12,0.619178082,0.363775894
call,0.2,0.1,0.22,38.98,62.5,0.453583936,5,0.62739726,0.372076592
call,0.15,0.05,0.05,35.73,65,0.463318823,1,0.619178082,0.37500625
call,0.15,0,0.1,38.98,70,0.453583936,1,0.62739726,0.414068359
call,0.1,0,0.02,38.98,75,0.453583936,1,0.62739726,0.423833887
call,0.05,0,0.1,38.98,80,0.453583936,1,0.62739726,0.416021465
call,18.3,16.5,17.42,37.92,20,0.439995626,2,1.619178082,0.413580083
call,14.6,13.8,14.2,38.98,25,0.438782836,83,1.624657534,0.424810439
call,12.6,11.8,11.4,38.98,27.5,0.438782836,10,1.624657534,0.397100756
call,10.1,9,9,37.38,30,0.436238142,1,1.589041096,0.330328962
call,9.2,8.5,7.5,38.98,32.5,0.438782836,2,1.624657534,0.366095206
call,7.1,6.5,6.42,37.38,35,0.436238142,1,1.589041096,0.317755846
call,6,5.4,5.8,37.66,37.5,0.443355067,160,1.594520548,0.319831021
call,5.5,4.8,5.84,38.1,40,0.446527749,3,1.6,0.344977253
call,4.4,3.5,3.5,37.87,42.5,0.44546685,1,1.608219178,0.33069517
call,3.6,3,3.7,38.04,45,0.444242052,3,1.597260274,0.325568268
call,3,2.6,2.75,37.53,47.5,0.436220129,1,1.580821918,0.325202061
call,2.5,2.1,2.25,37.38,50,0.436238142,1,1.589041096,0.325202061
call,2.25,1.7,2.3,38.1,52.5,0.446527749,2,1.6,0.335822072
call,1.7,1.35,1.5,38.04,55,0.444242052,22,1.597260274,0.323004817
call,1.5,0.95,0.8,35.73,57.5,0.441867971,4,1.616438356,0.329596548
call,1.3,0.95,1.3,38.1,60,0.446527749,2,1.6,0.333502759
call,1.05,0.75,0.75,38.98,62.5,0.438782836,1,1.624657534,0.330084824
call,0.9,0.6,0.9,38.1,65,0.446527749,4,1.6,0.332282068
call,0.7,0.3,0.6,38.1,70,0.446527749,2,1.6,0.340338628
call,0.45,0.2,0.3,35.32,75,0.442398323,1,1.610958904,0.333014482
call,0.3,0.1,0.25,38.98,80,0.438782836,2,1.624657534,0.329596548
call,8.4,7.4,5.7,17.9,10,0.037053875,19,0.128767123,1.046879766
call,5.8,5,5.1,17.9,12.5,0.037053875,10,0.128767123,0.687503125
call,3.3,2.4,3,17.9,15,0.037053875,63,0.128767123,0.750979053
call,0.7,0,0.38,17.91,17.5,0.038521902,10,0.115068493,0.242195078
call,0.5,0,0.2,17.9,20,0.037053875,50,0.128767123,0.583988535
call,3.8,2.9,2.85,17.9,15,0.265712413,10,0.378082192,0.547856084
call,1.3,0.45,0.5,17.9,17.5,0.265712413,4,0.378082192,0.272956489
call,1.2,0,0.6,17.91,17.5,0.250283663,10,0.608219178,0.187996401
call,11.4,10.6,10.4,15.37,5,0.390891366,3,0.120547945,2.894534014
call,7.6,7.3,5.3,14.9,7.5,0.37783405,0,0.128767123,1.00E-05
call,6.5,6.3,6.1,16.36,10,0.40544686,2,0.084931507,1.351565742
call,4.1,3.8,4.1,16.45,12.5,0.39332693,3,0.098630137,0.892579199
call,1.75,1.55,1.65,16.41,15,0.389648664,4,0.093150685,0.541996768
call,0.3,0.2,0.3,16.36,17.5,0.40544686,17,0.084931507,0.409185596
call,7.6,7.3,6,14.9,7.5,0.315722823,10,0.378082192,1.00E-05
call,6.7,6.3,6.8,16.41,10,0.31115952,2,0.339726027,0.765627344
call,4.3,4,4.16,16.36,12.5,0.314270425,2,0.334246575,0.552250571
call,2.3,2.1,2.3,16.63,15,0.31886717,1,0.345205479,0.472661523
call,0.9,0.75,0.8,16.36,17.5,0.314270425,10,0.334246575,0.386236606
call,0.3,0.2,0.24,15.99,20,0.315857198,1,0.35890411,0.36426417
call,8,7,7,14.9,7.5,0.305572119,59,0.62739726,1.00E-05
call,6.8,6.4,7,16.45,10,0.313680639,2,0.597260274,0.625980303
call,3.8,3.5,3.5,15.56,12.5,0.306247284,20,0.602739726,0.291999268
call,2.4,2.2,2.35,16.36,15,0.303105288,2,0.580821918,0.38037729
call,1.25,1.1,1.15,16.36,17.5,0.306663047,53,0.583561644,0.365728999
call,0.65,0.5,0.61,16.49,20,0.314417116,4,0.6,0.371588315
call,7.3,4.6,5.62,63.16,57.5,0.175613797,4,0.104109589,0.518559502
call,3.7,2.35,4.26,63.8,60,0.143764619,4,0.095890411,0.406988352
call,0.95,0.45,0.95,61.45,62.5,0.193539903,8,0.084931507,0.193123303
call,0.45,0,0.3,61.45,65,0.193539903,75,0.084931507,0.221199194
call,8.6,7,7.5,62.03,55,0.179725533,8,0.246575342,0.411871116
call,5.9,4.4,5.5,61.45,57.5,0.181260118,100,0.238356164,0.30786825
call,4.1,2.8,3.5,61.45,60,0.181260118,111,0.238356164,0.279670289
call,2.5,1.4,1.95,61.45,62.5,0.181260118,201,0.238356164,0.246833704
call,1.35,0.6,1.3,61.45,65,0.181260118,60,0.238356164,0.223884714
call,0.9,0.25,0.7,63.96,67.5,0.169473664,21,0.254794521,0.238166798
call,0.25,0,0.6,61.91,70,0.167796302,2,0.282191781,0.194832271
call,0.7,0,0.1,61.91,85,0.167796302,10,0.282191781,0.488286367
call,8.8,7.2,9.6,64.19,55,0.152683083,4,0.501369863,0.302985486
call,7.2,5.9,6.5,63.16,57.5,0.153478722,6,0.506849315,0.300177897
call,4.4,3.3,2.4,61.91,60,0.154664049,20,0.531506849,0.213997118
call,2.05,1.15,2.31,63.8,65,0.152359156,10,0.498630137,0.200935725
call,0.85,0.25,0.25,61.91,67.5,0.154664049,1,0.531506849,0.163094307
call,0.6,0,0.6,62.03,70,0.158421521,5,0.493150685,0.175667423
call,39.3,34.6,27,61.91,25,0.225050319,0,0.62739726,0.734377656
